path,category,contrast,homogeneity,energy,correlation,entropy,height_mean,height_std,hist_entropy,gradient_mean
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_3_height.png,Flooring,1.001604,0.822232,0.363193,0.674976,0.208375,0.525165,0.019017,1.144314,0.004565
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_4_height.png,Flooring,2.638574,0.649256,0.192122,0.726738,0.560196,0.523868,0.034178,1.701238,0.009339
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_5_height.png,Flooring,5.820036,0.657939,0.175157,0.670819,0.943865,0.564313,0.046503,2.354228,0.012295
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_6_height.png,Flooring,4.610261,0.721532,0.218836,0.642165,0.666716,0.568262,0.039518,1.920849,0.010053
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_7_height.png,Flooring,4.805042,0.655253,0.195499,0.629550,0.634846,0.562462,0.039696,1.811278,0.011541
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_8_height.png,Flooring,4.737616,0.659273,0.199616,0.626705,0.622413,0.563859,0.039284,1.811278,0.011406
D:\homework\lund\CS_project\dataset_split\heightmap\Flooring__wood_tiles_9_height.png,Flooring,3.441697,0.673570,0.204587,0.687078,0.585570,0.565410,0.036559,1.811278,0.009786
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__black_fine_wood_pbr_18_16_height.jpg,Wood,0.052091,0.973979,0.941652,0.187867,0.025497,0.498231,0.003509,0.347266,0.001971
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__black_painted_wood_33_59_height.jpg,Wood,3.116173,0.529103,0.213368,0.328411,0.398202,0.493219,0.023473,1.590737,0.013606
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__black_painted_wood_pbr_18_38_height.jpg,Wood,0.034249,0.982906,0.964273,0.081587,0.027739,0.498051,0.003111,0.347266,0.002321
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__black_wood_pbr_18_35_height.jpg,Wood,0.001173,0.999413,0.998784,0.068113,0.018987,0.499226,0.002656,0.231872,0.001478
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_1_29_height.png,Wood,0.036434,0.983011,0.954155,0.522371,0.055778,0.500185,0.003571,0.576938,0.001167
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_2_41_height.png,Wood,0.549087,0.839970,0.419752,0.700784,0.477927,0.499713,0.014201,2.138541,0.004128
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_33_54_height.jpg,Wood,4.418485,0.466063,0.172684,0.308198,0.399551,0.486674,0.027676,1.479786,0.017112
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_3_79_height.png,Wood,0.726848,0.770161,0.407776,0.588010,0.223505,0.502973,0.014144,1.144314,0.005689
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_pbr_18_94_height.jpg,Wood,0.121733,0.941598,0.849983,0.419752,0.080357,0.498369,0.005074,0.691205,0.002292
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wood_planks_33_96_height.jpg,Wood,113.870834,0.541475,0.175530,0.397932,2.559087,0.811627,0.155267,5.135891,0.050805
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_painted_wooden_planks_pbr_18_55_height.jpg,Wood,4.118183,0.673413,0.340628,0.653509,0.779510,0.621095,0.037901,2.354228,0.009716
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__blue_wooden_planks_01_height.png,Wood,8.809155,0.588717,0.217016,0.637406,0.879860,0.489806,0.055109,2.461292,0.013580
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_painted_wood_2_height.jpg,Wood,1.179924,0.674980,0.240663,0.743353,0.391921,0.408526,0.023400,1.701238,0.008065
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_painted_wood_3_height.jpg,Wood,0.562479,0.773553,0.299823,0.860598,0.229563,0.413143,0.021789,1.256566,0.005566
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_painted_wood_4_height.jpg,Wood,4.107568,0.473486,0.200344,0.172789,0.490937,0.404805,0.024544,1.590737,0.018006
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_painted_wood_5_height.jpg,Wood,3.373621,0.541011,0.220976,0.316331,0.698649,0.412126,0.024294,2.138541,0.014503
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_painted_wood_6_height.jpg,Wood,2.342469,0.605158,0.210012,0.751709,0.416735,0.417891,0.033974,1.590737,0.011974
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_wood_1_height.jpg,Wood,0.325576,0.863398,0.480259,0.758523,0.255445,0.410720,0.012476,1.368393,0.003270
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_blue_wooden_planks_1_height.jpg,Wood,11.596525,0.501972,0.188944,0.677898,1.019717,0.489063,0.067177,2.884043,0.022376
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_brown_painted_wood_1_height.jpg,Wood,0.330863,0.871981,0.418836,0.909766,0.206656,0.413879,0.020916,1.144314,0.002978
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_dark_wood_1_height.jpg,Wood,0.737298,0.727345,0.440022,0.200332,0.131442,0.407996,0.009713,0.918564,0.006550
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_dark_wood_2_height.jpg,Wood,0.996315,0.684848,0.295964,0.586660,0.208953,0.409123,0.016628,1.144314,0.008014
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_dirty_light_wood_1_height.jpg,Wood,0.475176,0.801864,0.492836,0.341606,0.225134,0.410650,0.008087,1.368393,0.004869
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_chipboard_1_height.jpg,Wood,0.955412,0.705161,0.380668,0.289997,0.236670,0.410375,0.012119,1.256566,0.007535
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_painted_wood_1_height.jpg,Wood,2.991063,0.528426,0.187718,0.488545,0.651876,0.406612,0.026567,2.138541,0.014762
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_painted_wood_2_height.jpg,Wood,4.251367,0.473047,0.199869,0.183318,0.510096,0.404762,0.025196,1.701238,0.018262
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_painted_wood_3_height.jpg,Wood,3.443371,0.528265,0.199895,0.343091,0.688119,0.406965,0.025011,2.386997,0.014651
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_painted_wood_4_height.jpg,Wood,0.602715,0.771707,0.387328,0.672563,0.200053,0.409050,0.014462,1.256566,0.004936
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_green_painted_wooden_planks_1_height.jpg,Wood,11.317391,0.477646,0.137590,0.482595,1.812086,0.523932,0.052070,3.798727,0.021375
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_painted_wood_1_height.jpg,Wood,0.332323,0.871712,0.418045,0.908962,0.207083,0.413872,0.020859,1.144314,0.002995
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_wood_1_height.jpg,Wood,0.406857,0.813218,0.423862,0.693492,0.100488,0.409209,0.011980,0.691205,0.003982
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_wood_2_height.jpg,Wood,5.137501,0.437666,0.155680,0.301431,0.564099,0.401711,0.029957,1.701238,0.018404
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_wood_3_height.jpg,Wood,6.387708,0.423939,0.155402,0.260003,0.695564,0.403548,0.032724,2.029940,0.019003
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_wood_4_height.jpg,Wood,2.870963,0.533211,0.247924,0.122885,0.352715,0.406950,0.019652,1.448536,0.012530
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_grey_wood_5_height.jpg,Wood,2.366265,0.548954,0.250117,0.189136,0.315260,0.406691,0.018450,1.368393,0.012803
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_light_wood_1_height.jpg,Wood,0.153887,0.923096,0.631340,0.678819,0.032568,0.411380,0.005578,0.347266,0.001899
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_light_wood_2_height.jpg,Wood,0.514314,0.784249,0.450735,0.478774,0.124022,0.402642,0.010034,0.918564,0.004945
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_light_wood_3_height.jpg,Wood,2.374110,0.567386,0.199972,0.576410,0.500888,0.410316,0.025959,1.920849,0.012176
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_light_wood_4_height.jpg,Wood,0.955970,0.705040,0.380492,0.289982,0.237648,0.410375,0.012122,1.256566,0.007534
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_light_wood_5_height.jpg,Wood,1.056584,0.672966,0.356723,0.234409,0.149574,0.410512,0.012257,0.887314,0.008775
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_10_height.jpg,Wood,4.219704,0.488129,0.164349,0.487706,0.842535,0.404961,0.031714,2.430042,0.017459
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_11_height.jpg,Wood,1.912392,0.587157,0.212072,0.661653,0.424174,0.406220,0.025988,1.590737,0.011347
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_12_height.jpg,Wood,1.420390,0.641281,0.327223,0.271596,0.289192,0.405693,0.014803,1.368393,0.009640
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_13_height.jpg,Wood,2.809568,0.534019,0.231766,0.249947,0.412805,0.405197,0.021166,1.590737,0.014273
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_14_height.jpg,Wood,2.076058,0.588798,0.229935,0.426538,0.293315,0.406868,0.020630,1.368393,0.012062
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_15_height.jpg,Wood,2.243965,0.569345,0.263119,0.204284,0.411260,0.409984,0.018104,1.479786,0.012072
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_16_height.jpg,Wood,1.498007,0.629349,0.249221,0.593309,0.388184,0.408538,0.020841,1.780028,0.010206
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_1_height.jpg,Wood,1.145622,0.669109,0.382338,0.153640,0.347789,0.407923,0.012152,1.590737,0.008876
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_2_height.jpg,Wood,2.144409,0.578269,0.277965,0.192063,0.428951,0.406985,0.017618,1.590737,0.011964
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_3_height.jpg,Wood,3.851070,0.502821,0.161967,0.596552,0.889054,0.406751,0.034336,2.354228,0.015622
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_4_height.jpg,Wood,2.012490,0.573176,0.214309,0.578716,0.461259,0.407590,0.023947,1.701238,0.012094
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_5_height.jpg,Wood,1.516831,0.634200,0.246075,0.604811,0.310763,0.408135,0.021269,1.479786,0.009578
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_6_height.jpg,Wood,2.273923,0.566883,0.170139,0.790754,0.661225,0.407119,0.037012,2.029940,0.012659
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_7_height.jpg,Wood,1.700630,0.611281,0.301417,0.203313,0.321130,0.410333,0.015603,1.368393,0.010380
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_8_height.jpg,Wood,3.428805,0.529970,0.200993,0.341378,0.622049,0.406223,0.024970,2.215391,0.014645
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_old_wood_9_height.jpg,Wood,1.184060,0.666963,0.337374,0.298375,0.276136,0.411036,0.013717,1.368393,0.008289
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_orange_painted_wood_1_height.jpg,Wood,2.369961,0.582753,0.273634,0.222876,0.509008,0.409716,0.018912,1.811278,0.012173
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_orange_painted_wood_2_height.jpg,Wood,1.147503,0.686829,0.412214,0.138125,0.368871,0.407066,0.012063,1.780028,0.008320
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_orange_painted_wood_3_height.jpg,Wood,0.754639,0.728253,0.431139,0.259841,0.210582,0.410345,0.010334,1.225316,0.006744
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_orange_painted_wooden_planks_1_height.jpg,Wood,2.498677,0.577955,0.280615,0.131976,0.378565,0.408415,0.018360,1.590737,0.012931
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_orange_wooden_planks_1_height.jpg,Wood,19.256528,0.435157,0.128463,0.745287,2.151592,0.545371,0.096957,4.558771,0.029565
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_purple_painted_wood_1_height.jpg,Wood,1.232324,0.681344,0.387673,0.325878,0.415342,0.407706,0.014359,1.590737,0.008189
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_10_height.jpg,Wood,1.417809,0.667891,0.263615,0.701752,0.257820,0.415837,0.023896,1.256566,0.009347
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_1_height.jpg,Wood,2.210626,0.568398,0.227851,0.456304,0.557875,0.405522,0.021922,1.998690,0.012613
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_2_height.jpg,Wood,1.759863,0.628177,0.305720,0.326573,0.622645,0.408039,0.017402,2.138541,0.010147
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_3_height.jpg,Wood,1.272945,0.682182,0.415301,0.063396,0.246010,0.408002,0.012284,1.256566,0.007852
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_4_height.jpg,Wood,1.135765,0.683488,0.276037,0.662592,0.376095,0.409327,0.019906,1.590737,0.007870
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_5_height.jpg,Wood,0.447866,0.802364,0.470098,0.491960,0.111352,0.400827,0.009395,0.805082,0.004468
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_6_height.jpg,Wood,0.876744,0.723974,0.202393,0.933511,0.492374,0.405469,0.040655,2.138541,0.006963
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_7_height.jpg,Wood,2.906969,0.559753,0.241132,0.275717,0.557076,0.408538,0.021863,1.889599,0.013437
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_8_height.jpg,Wood,0.779136,0.734684,0.407948,0.380789,0.202597,0.408485,0.011481,1.144314,0.006045
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wood_9_height.jpg,Wood,0.632725,0.762214,0.491427,0.276885,0.296785,0.410121,0.009551,1.928445,0.005990
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wooden_planks_1_height.jpg,Wood,7.196948,0.783787,0.558821,0.763024,0.764789,0.392435,0.061861,2.988285,0.008213
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_painted_wooden_planks_2_height.jpg,Wood,23.993955,0.562058,0.252551,0.433091,1.900746,0.549343,0.072591,3.699895,0.024496
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_red_wood_1_height.jpg,Wood,0.540279,0.769977,0.484080,0.227303,0.110401,0.410134,0.008081,0.805082,0.005579
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_rough_painted_wood_1_height.jpg,Wood,0.857326,0.792204,0.522144,0.471209,0.284304,0.413590,0.013467,1.256566,0.005702
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_rough_wood_1_height.jpg,Wood,3.589434,0.505568,0.217962,0.232018,0.489068,0.405632,0.023803,1.701238,0.016052
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_rough_wood_2_height.jpg,Wood,2.076367,0.607572,0.312721,0.102904,0.391847,0.408793,0.016330,1.590737,0.010592
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_10_height.jpg,Wood,6.149206,0.437192,0.158487,0.307633,0.761861,0.404549,0.033200,2.107291,0.018546
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_11_height.jpg,Wood,0.347574,0.835152,0.467369,0.687244,0.080428,0.410032,0.010941,0.691205,0.003505
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_12_height.jpg,Wood,2.345966,0.562875,0.244988,0.215679,0.243790,0.405951,0.018668,1.256566,0.012252
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_13_height.jpg,Wood,1.669977,0.622702,0.328716,0.151116,0.441131,0.408332,0.014966,1.701238,0.010178
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_14_height.jpg,Wood,1.066807,0.686540,0.349853,0.328648,0.314181,0.409613,0.013312,1.479786,0.008213
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_15_height.jpg,Wood,2.221494,0.560914,0.262697,0.153767,0.295066,0.407392,0.017429,1.256566,0.012338
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_16_height.jpg,Wood,0.361678,0.837326,0.543592,0.508407,0.125351,0.410564,0.008755,0.918564,0.004087
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_17_height.jpg,Wood,0.337582,0.857541,0.481863,0.734001,0.161460,0.410768,0.011900,1.113064,0.003370
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_18_height.jpg,Wood,1.230973,0.663568,0.323155,0.333672,0.285716,0.409332,0.014428,1.337143,0.008926
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_19_height.jpg,Wood,2.784815,0.541068,0.258688,0.095771,0.361212,0.407357,0.019015,1.479786,0.012320
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_1_height.jpg,Wood,0.704806,0.746387,0.239493,0.897719,0.288719,0.407130,0.028882,1.590737,0.005745
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_20_height.jpg,Wood,0.468387,0.796117,0.453658,0.518262,0.111768,0.401799,0.009959,0.805082,0.004661
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_21_height.jpg,Wood,1.753074,0.612870,0.235652,0.576786,0.390835,0.410288,0.022176,1.701238,0.010305
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_22_height.jpg,Wood,1.852102,0.611822,0.204385,0.692913,0.458210,0.409421,0.027018,1.811278,0.010684
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_2_height.jpg,Wood,3.297987,0.524519,0.183401,0.452059,0.350628,0.405016,0.026909,1.479786,0.013489
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_3_height.jpg,Wood,1.928531,0.598690,0.304622,0.141885,0.438305,0.408135,0.016136,1.590737,0.011177
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_4_height.jpg,Wood,0.935775,0.699226,0.239016,0.820537,0.241455,0.407884,0.024979,1.368393,0.007205
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_5_height.jpg,Wood,1.604754,0.626971,0.258831,0.441493,0.210064,0.408024,0.018292,1.144314,0.009029
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_6_height.jpg,Wood,2.324329,0.572718,0.214125,0.455663,0.289054,0.406340,0.022530,1.368393,0.011106
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_7_height.jpg,Wood,1.974488,0.597281,0.235777,0.447966,0.230250,0.406250,0.020531,1.256566,0.010290
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_8_height.jpg,Wood,0.344436,0.835736,0.382751,0.844911,0.098302,0.406164,0.016045,0.805082,0.003638
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_9_height.jpg,Wood,1.878225,0.595087,0.216923,0.624183,0.314317,0.404848,0.024439,1.479786,0.010924
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_logs_1_height.jpg,Wood,8.021783,0.468412,0.083451,0.949504,2.213746,0.612260,0.141555,4.280639,0.017549
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wood_logs_2_height.jpg,Wood,9.278243,0.444874,0.079633,0.963150,2.292163,0.593191,0.178081,4.558771,0.018664
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_10_height.jpg,Wood,1.842950,0.669803,0.173032,0.891265,0.611238,0.473890,0.045496,2.138541,0.008004
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_1_height.jpg,Wood,5.014444,0.734232,0.292396,0.912526,0.988423,0.511733,0.083816,2.461292,0.008771
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_2_height.jpg,Wood,3.518057,0.555800,0.200091,0.457894,0.749984,0.407928,0.028111,2.138541,0.014350
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_3_height.jpg,Wood,1.298849,0.677449,0.309363,0.470360,0.339029,0.408304,0.016846,1.479786,0.008768
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_4_height.jpg,Wood,15.272202,0.420463,0.110146,0.501339,2.144687,0.560798,0.061694,3.994032,0.025976
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_5_height.jpg,Wood,12.712190,0.520646,0.164442,0.533114,1.768170,0.580642,0.057901,3.798727,0.019635
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_6_height.jpg,Wood,10.517881,0.585438,0.255591,0.368393,1.185092,0.555993,0.045399,3.194923,0.016854
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_7_height.jpg,Wood,8.596728,0.493278,0.189272,0.390295,1.682996,0.518960,0.041633,3.398984,0.019750
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_8_height.jpg,Wood,24.096100,0.519082,0.164161,0.677968,2.160529,0.567537,0.097375,3.699895,0.023298
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cgaxis_pbr_13_wooden_planks_9_height.jpg,Wood,1.892046,0.657420,0.173277,0.880962,0.631985,0.426466,0.044238,2.138541,0.008422
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cherry_wood_33_25_height.jpg,Wood,0.438101,0.782649,0.540919,0.077968,0.040899,0.524852,0.005124,0.347266,0.003544
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cherry_wood_33_26_height.jpg,Wood,0.448151,0.780956,0.522161,0.120714,0.043511,0.522131,0.006170,0.462290,0.004089
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cherry_wood_33_27_height.jpg,Wood,0.444066,0.782806,0.539260,0.100674,0.044234,0.524940,0.006532,0.347266,0.004360
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cherry_wood_33_28_height.jpg,Wood,0.461079,0.773358,0.519530,0.084965,0.043470,0.522309,0.006009,0.462290,0.004292
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__cyan_painted_wood_33_61_height.jpg,Wood,2.319598,0.545078,0.231217,0.300411,0.278639,0.470752,0.019721,1.256566,0.012292
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_05_height.jpg,Wood,0.321059,0.850981,0.528566,0.612402,0.062575,0.496178,0.009380,0.576938,0.003487
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_10_height.jpg,Wood,0.025987,0.987006,0.971007,0.185862,0.021721,0.498431,0.003274,0.231872,0.001635
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_18_height.jpg,Wood,0.014731,0.992635,0.984726,0.068252,0.020273,0.498357,0.002964,0.231872,0.001989
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_20_height.jpg,Wood,0.001069,0.999466,0.998909,0.040845,0.010451,0.498509,0.002566,0.231872,0.001654
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_23_height.jpg,Wood,0.021132,0.989435,0.977908,0.082400,0.020779,0.498074,0.002888,0.231872,0.001851
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_26_height.jpg,Wood,0.025087,0.987463,0.973182,0.119244,0.021558,0.498570,0.003207,0.231872,0.002035
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_29_height.jpg,Wood,0.254353,0.874674,0.708243,0.217798,0.042853,0.386976,0.005410,0.462290,0.003316
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_36_height.jpg,Wood,0.024036,0.987982,0.972611,0.214610,0.018987,0.498290,0.002873,0.231872,0.001717
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_43_height.jpg,Wood,0.022860,0.988570,0.975331,0.134175,0.018713,0.497900,0.002825,0.231872,0.001686
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_45_height.jpg,Wood,0.008454,0.995773,0.991119,0.091444,0.018713,0.498362,0.002587,0.231872,0.001539
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_47_height.jpg,Wood,0.000008,0.999996,0.999992,-0.000004,0.009357,0.499033,0.001949,0.231872,0.001199
D:\homework\lund\CS_project\dataset_split\heightmap\Wood__dark_fine_wood_pbr_18_48_height.jpg,Wood,0.001537,0.999231,0.998442,0.025997,0.011818,0.498241,0.002091,0.231872,0.001314
